博文内容,识别结果,id
",120258
Vlog｜深圳到香港迪士尼童话寻梦一日记:#周末去哪儿[话题]#从深圳到香港迪士尼，一日来回，想玩儿的项目都有玩儿到，最后也看到城堡烟火，100% perfect day整个行程很简单：1早起去福田站/深圳北站坐高铁直达西九龙（记得提前买票噢！）2到站后出关刷通行证U0001faaa，走到九龙站坐四站地铁到欣澳站3到欣澳站后坐迪士尼线直达乐园门口啦4十点钟开园，然后就逛逛逛玩玩玩拍拍拍具体项目时间安排可以看看@赖赖Lai 写的攻略5我们周日去的，城堡烟火是晚上八点半开始（原以为是七点半，等的好辛苦……）基本上二十分钟看完，就出园返程回去6没有买到高铁回去的票…就直接地铁转了三次直接到落马洲，到福田口岸出关回深圳啦特别提醒[向右R]一定要带充电宝！（没要问我为什么…问就是手机没电差点回不去[笑哭R][笑哭R][向右R]提前办好签注，买好流量包，买票等等，就不赘述了…有问题欢迎评论[萌萌哒R]#深圳周末做什么[话题]# #vlog[话题]# #香港迪士尼樂園[话题]# #不懂就问有问必答[话题]# #香港迪士尼[话题]# #香港旅游[话题]# #迪士尼[话题]# #深圳去香港迪士尼[话题]# #浪漫生活的记录者[话题]# #每秒都值得记录[话题]# #周末去哪儿[话题]# @VLOG薯 @视频薯 @薯条小助手 @生活薯,"|0|0|0|1|0|
",156539
深圳周末周边游｜香港海洋公园:#20°的春日PLOG[话题]#[萌萌哒R]封面是云南之前的图片 找不到合适素材…视频都是周末2日游的Day2 海洋公园，Day1去了平顶山散散步和吃吃喝喝…[派对R][派对R][派对R]交通1 往返香港：深圳福田站-西九龙高铁。[赞R]高铁15分钟到达，出关5分钟，方便快捷。西九龙站出来已是商圈，可直接逛街或者乘坐地铁去wherever 。那我不太喜欢逛街就直接先去酒店check-in了。[斜眼R]也有朋友建议深圳蛇口坐船，耗时50分钟，目前都开放啦。2 往返海洋公园：打车15分钟[飞吻R]住宿：会展中心旁边的君悦酒店[黄金薯R]在海洋公园停留时长：10:00-15:00[汗颜R][暗中观察R]记得带帽子，涂防晒对30岁+的中年阿姨来说已经非常累了，早晨多云到了中午变大太阳，很晒，没戴帽子，没涂防晒，回来就晒伤了。[萌萌哒R][萌萌哒R][萌萌哒R]游玩内容 非常满意[太阳R][樱花R][郁金香R][大笑R]门票300港币/单次，后悔[得意R][抠鼻R]没买年票400。1 讲讲适合人群-全面覆盖非常棒虽然设施有些老旧了，然鹅真的适合所以年龄段呢，服务人员很[种草R]低龄婴幼儿：很多香港家长很多推婴儿车散步的[种草R]家长带走路玩耍的小朋友：可以玩玩山下的旋转木马等一些比较适合低龄小朋友的游戏[种草R]自己独立和朋友玩耍的小盆友、年轻人、中年人：大部分香港的初中高中生，他们会去上去的各种有身体刺激的电动玩具-过山车、海盗船、还有各种啦，如视频所示，我们都玩耍了下。[种草R]老年人：其实老年人也有白发苍苍的来玩旋转玩具的，但大部分是坐缆车到山上散散步，看看风景，海边有太阳站在山上真好看[点赞R]拍照也会很出片 ，Day1的平顶山环山徒步道更适合拍照好多摄影爱好者在那等日落#香港打卡[话题]# #一日游[话题]# #香港海洋公园[话题]# #每秒都值得记录[话题]# #每秒都值得记录[话题]# #生活碎片[话题]# #周末去哪儿[话题]# #小红書成長助手[话题]# #小红书成长笔记[话题]# #小红书原创[话题]# #创作灵感[话题]# #笔记灵感[话题]# #春日漫游计划[话题]# #迪士尼春日[话题]# #周末踏青[话题]# #香港拍照[话题]#,"|0|0|0|0|1|
",156759
出发：深圳北8.59-9.15香港西九龙回： 香港西九龙21.15-21.29福田地铁：柯士甸—太古叮叮车1:北角—上环（西港城）钉钉车2:上环（西港城）— 坚尼地城地铁： 坚尼地城—中环中环—旺角中环坐了摩天轮?最后到旺角吃饭逛街旺角逛到西九龙高铁站,"|0|0|0|0|0|
",156728
直接从福田站高铁到西九龙15分钟就到了，非常高速快捷，我们直接到中环，随便在街上走走逛逛都好惬意，不过通关之后人是真的多，一定要记得带充电宝，香港没有路边可借充电宝，手机没电真的就如同坐牢～#周末去哪儿#香港#香港打卡#来拍照了,一定要记得带充电宝，香港没有路边可借充电宝，手机没电真的就如同坐牢～#周末去哪儿#香港#香港打卡#来拍照了，请你对其进行识别并输出,174320
想提前买票又怕赶不上毕竟第一次来福田站坐到西九龙过关所以赶到福田站才买票?结果来不及了错过一班等了半个多小时～～#香港高铁[话题]# #西九龙[话题]#,"|0|0|0|1|0|
",174460
2月底的时候，首次办理了往来港澳通行证。一直到这周，赶上周末，终于可以去香港了。?从深圳福田站/深圳北站to去西九龙很方便，14/18分钟就过去了，刚上坐上座位还没坐热乎就到了。?上午11点到西九龙后，就出站往旺角方向走，路上随便找了家茶餐厅吃了碗面（不好吃）?之后就走到油麻地，逛商店、shopping、拍照，商店真的好多，好像每条街满满的都是各种店。差不多了，就从油麻地坐地铁到旺角，继续逛商店、shopping、拍照，绕着商圈走啊走啊走啊，没想到走回尖东站了。就顺理成章地从尖东坐到了铜锣湾，一出站直接懵逼，密密麻麻全是人，密集恐惧症都要出来了[汗颜R]但还是继续拍一拍照、逛逛商店。?下午太饿了，就在这边一家叫“爷爷鸡饭”的店吃了份饭，感觉好好吃，辣酱和米饭很香！?晚上往维多利亚港方向走了一下，感觉没啥看的，就打道回府了，没买到高铁票，只能做地铁先到落马洲，然后从福田口岸回来。[害羞R]整个感觉下来走太累了，直接干到微信运动第一。还有就是香港这地方，尤其是几个热门商圈，人实在太多了，楼特别高，感觉很压抑，适合来买东西，不适合来放松心情。#荣耀Magic5#香港拍照#我就要这样过春天#想记录下此刻#这个模板有点东西#周末去哪儿#周边游好去处,"|0|1|0|0|0|
",35172
周末去香港 / 暴走的一天 / 拍照的一天:2月底的时候，首次办理了往来港澳通行证。一直到这周，赶上周末，终于可以去香港了。从深圳福田站/深圳北站to去西九龙很方便，14/18分钟就过去了，刚上坐上座位还没坐热乎就到了。上午11点到西九龙后，就出站往旺角方向走，路上随便找了家茶餐厅吃了碗面（不好吃）之后就走到油麻地，逛商店、shopping、拍照，商店真的好多，好像每条街满满的都是各种店。差不多了，就从油麻地坐地铁到旺角，继续逛商店、shopping、拍照，绕着商圈走啊走啊走啊，没想到走回尖东站了。就顺理成章地从尖东坐到了铜锣湾，一出站直接懵逼，密密麻麻全是人，密集恐惧症都要出来了[汗颜R]但还是继续拍一拍照、逛逛商店。下午太饿了，就在这边一家叫“爷爷鸡饭”的店吃了份饭，感觉好好吃，辣酱和米饭很香！晚上往维多利亚港方向走了一下，感觉没啥看的，就打道回府了，没买到高铁票，只能做地铁先到落马洲，然后从福田口岸回来。[害羞R]整个感觉下来走太累了，直接干到微信运动第一。还有就是香港这地方，尤其是几个热门商圈，人实在太多了，楼特别高，感觉很压抑，适合来买东西，不适合来放松心情。#荣耀Magic5#香港拍照#我就要这样过春天#想记录下此刻#这个模板有点东西#周末去哪儿#周边游好去处,"|0|1|0|0|0|
",174429
??香港通关啦，今天整理一份小朋友玩到不想回家的香港遛娃攻略，记得收藏哦?附上我们从深圳出发的高铁线路深圳福田?西九龙/深圳福田?西九龙乘坐钢铁西九龙??香港海洋公园站线路高德、百度都可以正常使用#香港海洋公园[话题]# #香港亲子游玩攻略[话题]# #广东周边游[话题]# #亲子游[话题]#@生活薯 @薯队长 @小红书成长助手,"|0|0|0|1|0|
",174556
4月1日起，香港高铁重开全部线路:4月1日起香港高铁重开全部线路连接内地66个高铁站3月23日开始售票图片来源：香港高铁网站、星岛头条#记录我的城市#香港生活#香港旅游攻略#香港高铁#港漂,"|0|0|0|1|0|
",174355
第二次带娃去香港??迪士尼了！2017年带哥哥去?过一次港迪，感觉非常适合小朋友，这次单独带弟弟?，虽然上海迪士尼乐园也开业了，但还是毫不犹豫选了港迪！[鼓掌R][飞吻R]目前，港迪每周二、周四闭园，只有周三属于‘普通日子’。?交通：?高铁：深圳北（福田）一香港西九龙站，车费RMB 68（儿童半价），车程14分钟；直达西九龙站，到站后办理出境入境手续；?地铁：在西九龙站出境过后，出来就是〈柯士甸〉地铁站，有地铁可以直达迪士尼 （耗时大概 40分钟），地铁出站直接就是迪士尼园区入口。?园区接驳车：迪士尼乐园门口的公交站台，按指示牌U0001faa7方向乘坐酒店?接驳车，几分钟一趟。?酒店游玩指南：1??普通标间的床是两张1.5米的，二胎家庭可以放心入住，不用加床。2??酒店靠海?，花园外围是一圈海岸线，景色宜人，天气好一定要去走走。3??花园里有个草丛大迷宫，许多孩子都喜欢去那里玩，拍照?也很出片。4??酒店的室外泳池暂时没有开放（开放情况可提前联系酒店问询），但花园层有个室内泳池，就在健身中心那里，记得给孩子带上泳衣?和装备。5??酒店?项目：绘画（画材都是现场提供）、寻宝、儿童中心……等。（图9-13）6??划重点??：酒店在乐园闭园的那天，会有更多娱乐项目开放，所以大家完全可以选择在闭园（周二、周四）那天入住，在酒店溜达。7??酒店大堂设有迪士尼专卖店，东西挺齐全的，人也不多，建议有心仪的东西，就在这边购买。（园区店铺人多，热门商品易断货。）8??餐厅?很贵，且要预定，建议不准备在酒店用餐的小伙伴们，一定提前备好餐食（食物、水、需食等）。????????????????????????????????????能想到的大概差不多了，没写到的，大家提问，有问必答！（?预告：下一篇更乐园篇，一人一娃，不用早起，7??小时刷8??个大项目，详细攻略哟！）香港迪士尼乐园酒店,"|0|0|0|1|0|
",187872
北京坐高铁来港都只需10小时39分，长沙更只需要3小时45分，住后来港就更方便了！[大笑R]内地坐高铁去香港4步曲1?? 首先办理港澳通行证2?? 然后买票，可以在：1）铁路12306 或 携程 APP2）代售点3）车站售票窗口4）自动售(取)票机3?? 乘车出发去香港4?? 到港后，B4月台层下车，最后于B2层办理出入境手续到了香港就可以吃喝玩乐啦！Yeah！[喝奶茶R][自拍R][吧唧R]除此之外，也可以了解一下香港保险，在网上听不少，可以亲身到港了解。相信你们会有一个不一样的看法！[偷笑R][偷笑R]就分享这么多啦，用的上来的兄弟姐妹收好咯！有任何查询都可以私信我！包括玩玩吃吃！[派对R]#香港#香港高铁#高铁出行#香港保险香港西九龙站,"|0|0|0|1|0|
",187964
还没在西九龙坐过高铁 我的家乡连飞机直飞都取消了红磡,"|0|0|0|0|0|
",187853
4月1日起66个高铁站可以直达香港4月11-13日的湾仔附近酒店都天价了还没订到的话要考虑回广州深圳住了[呲牙]还有少量九龙区1000元以下地铁口酒店需要订房的私聊了#香港酒店#香港酒店长租#香港公寓香港大学,"|0|0|0|0|0|
",187960
中午从深圳北站直接?直达香港西九龙站听小?的打卡了香港两个茶餐厅??这几天香港的天气??都不太好 不是下雨就是阴天 所以只决定去旺角、尖沙咀这边逛逛P2?金华冰厅（旺角）：体验感不是很好，吃食随便点的一般般。店里的服务员都是老阿姨，旁边有个美女用普通话帮我们叫店员麻烦来点餐，被很凶的吼了，搞得我们对美女特别不好意思?P3??红茶冰室（尖沙咀）：服务员态度都特别好，而且用的普通话，还会问有没有什么可以帮我们的。因为我们去得晚西多士都卖完了，但四宝饭金的很好吃?P4?The matcha tokyo（K11）：喜欢抹茶味儿的一定要试试哇????除了太小杯不够喝对我来说感觉没啥缺点?拍照?：没有特别选什么地方一路从旺角往尖沙咀走，觉得不错的地方随便拍拍，但天气太阴了真的不好出片U0001f979#香港打卡#香港美食#香港拍照#香港一日游#香港茶餐厅#香港探店#旅游#香港攻略,"|0|0|0|0|1|
",29425
香港人真的比想象中的还要……:友善！哈哈哈哈哈哈不好意思标题党一回，HK逛街一日游，一天遇到的本地人真的很友好！印象深刻跟朋友在地下通道研究怎么走的时候一个路过的姐姐听到了，直接走过来用一口不是很标准的普通话跟我们说：去哪里我告诉你们怎么走！真的超级nice超级可爱！！附旺角大区一日攻略路线：深圳北——西九龙（丝滑过关）——西九艺术公园——香港故宫文化博物馆——佐敦——油麻地——旺角——旺角东地铁站——罗湖口岸必带：港澳通行证、身份证、充电宝、现金/八达通（真的有很多店只能现金或八达通，并且很多当地兑港币的小店如果电子兑换比如支付宝微信会扣手续费或者有最低兑换数额标准）、提前开通漫游或购买流量包过关：先坐高铁再过关好处就是不用提前太久到高铁站，半小时就差不多了。但是话说只有我们两个跟无头苍蝇一样被困在出站口连着的商场里甚至差点闯进人家酒店吗[汗颜R]西九龙艺术公园/香港故宫文化博物馆：这两个地方是我们迷路乱走发现的惊喜，见图三，靠着栏杆吹海风真的很舒服（虽然周围很像工地），如果行程赶或者对散步吹风没兴趣可以直接从西九龙导走到佐敦油麻地哦佐敦/油麻地：步行从西九龙去旺角可以从这条路线走，一路上可以看到非常多港风建筑和标志，我们一路走走拍拍一两公里也不算太累，不太愿意走路的姐妹可以直接从西九龙坐地铁到旺角哦旺角：真的很大很难逛完，姐妹们可以把体力节省到这一片集中逛，这一片我们逛了四个商场若干天街，走下来脑子已经懵掉了[汗颜R]金鱼街（不知道是不是没找到找了一圈没看到金鱼）波鞋街洗衣街还有各种商场真的很能逛。回程：如果不想回程对着时间狂赶的姐妹可以坐地铁到罗湖或福田口岸，下地铁通关后一步回深圳。回程买高铁的话需要先过关再坐高铁，就得留出至少一小时的过关时间，会很匆忙的！有其他问题评论区留言，咱们就是说知无不言言无不尽,"|0|0|1|1|0|
",169315
跟老爸欧洲之旅第一天:我们早上11点09南站出发，深圳北站然后换乘香港西九龙，非常方便，比广州南直达西九龙多用20分钟，但这样可以便宜几十块钱一个人。到了西九龙，走A出口，往佐敦道方向，出来后直走40米就到图2坐A22城巴的站。广州南到佐敦这里大概耗时2小时，主要是用老爸用护照过关得走人工需要排队，我有HK身份证自助通关就快很多，国际航班需要填表也花了点时间。很巧的是，我们吃完饭到A22上车点，巴士还有一分钟就到，看图三。如果错过这班，那就得等40分钟。双层巴士需要39港币，风景不错。行李可以放在下面一层，还有监控可以看，安全性非常高！#香港机场#香港通关#广州到香港机场,"|0|0|0|1|0|
",29552
4.9号今天怎么啦？从深圳来吃顿饭，回不去了……湛江、虎口，深圳北……全部没票，买长票补短路过的也没有。????买了一堆夜市带回去和宝们分享呢，这是要我撑死在广东南啊。辛苦我的高高乖，快快来接我U0001fae0广州南站,"|0|0|0|0|1|
",29123
#走说走就走的旅行[话题]#【行前准备】1、港澳通行证-签注（深圳现在可以自助签啦）2、健康申报（海关旅客指尖服务-微信小程序）3、兑换港币-500港币（2人）4、移动电源（临时找同事借的感恩）【旅行路线】1、深圳北站—香港西九龙（18min）2、香港西九龙—【柯士甸地铁站-屯马线（乌溪沙方向）-尖东站】3、星光大道【步行】尖东J口出—李小龙雕像——尖沙咀轮渡码头（走路加拍照约45min）4、尖沙咀码头—中环码头【天星小轮】5、中环海滨摩天轮（从码头出来朝着摩天轮的方向走一小段就到）（排队加游玩25min，第一圈转一下就要停下上游客，第三圈转一下就要停下下客上客，体验比较一般，纯情怀）6、摩天轮—太平山顶缆车【步行】（20min）7、太平山一览维港全景【缆车往返】8、?中环—尖沙咀—海港城9、shopping mall（太热了室外玩不动了）#香港旅游[话题]#,"|0|0|0|1|0|
",66451
2023.4.17 香港海洋公园游记:我和6岁小朋友4.16日早上坐高铁去香港海洋公园，到公园门口不到10点，在旁边万豪酒店办完入住并寄存好行李后，大概10点整，看到海洋公园门口已经人头攒动，就放弃了当天入园游玩的想法。转而改坐地铁去了香港科学馆，然后去天星码头坐游轮。从尖沙咀坐到中环，小朋友说不想玩了，就回酒店休息。没想到从中环码头走到中环地铁站，要走很远很远，好在小朋友挺能走。在酒店休息了一会后，就去游泳池玩了后，7点准备出去溜达下吃个晚饭，刚好在海洋公园APP上看到7点15分有光影秀，就跟工作人员沟通了下，让我们入园观看，刚开始一个女的工作人员死活不同意，好说歹说后她让我去跟旁边一个男的工作人员沟通，男工作人员立马同意了。光影秀没有特别的震撼，看看还行吧。原计划第二天早上8点起床，8点半去吃早餐，10点准时退房入园。可早上醒来已经快10点了，干脆等11点半退房后再入园玩，吃饱睡好了，也有精力好好玩，午饭也省了。[笑哭R]我们首先乘坐海洋列车去了高峰乐园，我们花了大部分的时间在那里。能玩的都玩了，有些还二刷了，极地时速和超速旋风排了5到10分钟吧，海洋摩天塔和摩天轮排了5分钟左右，其余不用排，有几个项目还二刷了。玩那个热带激流，我们没带雨衣，也没买雨衣，衣服湿了，玩了两遍后就在旁边的洗手间更换了备用衣服。在高峰乐园玩完后已接近4点，用快证排队了一小会缆车下山，然后在缆车入口那里的小食街用门票套餐里的券吃了碗面，面味道一般，不过有牛腩有丸子有鸡翅有青菜有布丁有饮料，还凑合吧。吃完后5点了，赶紧在海滨乐园接着玩，那个旋转木马～环回水世界刷了两遍，也看到了大熊猫吃竹叶及其他。最后从海洋奇观走出来的时候，已经是5点56分，6点闭园。然后去礼品店用完套票里面含的两张30元券。游玩小提示：1、从深圳福田去香港海洋公园玩 ，坐火车东铁线可以直接坐到金钟再转一站地铁，貌似比高铁更方便。或者高铁去，回来坐火车；2、用海洋公园万豪酒店的入住记录，比如发票，房卡，或者寄存单，在礼品部购买礼品可以85折；3、可以带食物入园，门口象征性的看一眼而已;4、在海洋公园APP绑定门票后可以按提示选择预约3次快证，人多的时候很实用。,"|0|1|0|0|0|
",156504
刚从香港回來香港酒店便宜炸了来抄:宝子们是不是找香港住宿眼睛都要挑花了想要住的干净、安全、方便再便宜点那就真太好了4初刚从香港回来分享我的香港旅游住宿攻略.【出行】深圳福田高铁一到香港的西九龙.【香港住宿分布】尖沙咀香港九龙半岛的南端去星光大道、海港城维多利亚港都蛮方便，这里是香港蕞繁华的购物区旺角、油麻地香港九龙半岛的南端，紧邻尖沙咀和佐敦代表地标为旺角、庙街，这里是潮流新贵的必游之处，波鞋街、西洋菜街很好逛湾仔、铜锣湾香港岛中芯岸的西侧蕞热地标为维多利亚公园、时代广场中环香港岛北岸是香港的商业中芯，地标为中环码头、中环广场，半山扶梯；香港的主要购物地之一，太古广场在这荃湾香港新界，大帽山南面山脚，西南方面向狭窄的蓝巴勒海峽，地标为东林念佛堂、大帽山郊野公园距离迪士尼较近，购物去荃新天地、荃湾广场太子大角嘴九龙半岛西北部，紧靠旺角和九龙城地标为鸭寮街，这里有很多大型购物中芯，朗豪坊购物中芯、女人街都在这红磡九龙城与港岛一海之隔．紧靠太子/深水埗和旺角著ming地标为九龙寨城公园、宋皇台公园距离南丫岛铰远，香港十间蕞有人气的购物区之-九龙城广场.【香港住宿攻略】喜欢扫街吃小吃购物的可以选择在“油旺尖”附近住喜欢逛景点打卡的可以住在地铁沿线就行，香港景点地铁出行蛮方便的，想去迪士尼方便的，可以看看荃湾区域的，晚上也比较安静想要穷游香港，可以看看宾馆、青年旅社但是住宿体验就不那么好也要多留意香港酒店怎么订更便yi我之前住旺角就是在【去哪er】get了【香港酒店】（看图3）省了不少！！去香港住的一定要get一下！.宝子们在香港玩的开心住的好！有啥问滴或者建议随便d～#每秒都值得记录#香港美食#香港夜景超美酒店#香港性价比超高住宿#香港住宿#香港五一#五一去哪玩#香港旅游#香港旅游攻略#香港#香港酒店,"|0|0|0|0|0|
",156515
我们因为行李多，想找省心省力的方式去香港机场在机场大巴柜台发现永东巴士正合适。票价：170元时长：3个半小时（包括出入关，香港堵车）1， 在宝安找到永东巴士柜台（拿行李出来后往机场巴士指示方向，星巴克门口处就看到永东巴士柜台）2， 买票直达香港机场，工作人员会把人带到乘车点3， 上商务车去深圳湾（永东巴士的商务车），下车直接换上另一辆香港本地车过关4， 坐着车出关入关，听司机指挥填表就可以了（大件行李跟着车子一起出关入关，不用手提）5，入关后车直接开到机场不想拖着行李转的同学们，如果不嫌弃票价，这个方法真的很方便省心，基本在宝安买了车票后跟着工作人员和司机的指示就到香港机场了当然从宝安到香港机场方式有很多，以上是我个人经验，希望对大家有帮助~#香港国际机场#深圳宝安机场#深圳湾#香港过关#永東巴士#交通攻略,"|1|0|0|1|0|
",67029
點解回鄉證過檢票機咁困難！明明部機都寫左可用港澳回鄉證！！次次都要去排人工[失望R][失望R][失望R],"|0|0|0|1|0|
",204803
香港半日游全纪录1：高铁过关:福田站-西九龙站 [钱袋R]68/人上午10:30左右到福田站，想订10:50的票，结果出票失败，人工窗口也停止售票，下一趟要到11:53，在高铁站等了一个钟[哭惹R]上了高铁有一种耳目一新的感觉，车厢内很新，有些车厢是全灰色系，看上去很高雅很舒服，有些车厢是橙黄灰配色，洋溢着青春活力，我妈问，为什么有的橙有的黄呢是不是代表着什么我不知如何回答这么有深度的问题[石化R]11分钟就到西九龙了，下高铁后忘了走了多长的路，到了一个扫码卡口，有工作人员会在卡口前方提醒要扫码填写基本资料（微信小程序《海关旅客指尖服务》），填好了会弹出二维码，一人一码，小朋友也要填，赶时间的建议提前填好截图。（这个环节感觉好鸡肋，费时费力，希望日后可以取消）再走一段很长的路就到关卡，因小朋友没有采指纹，所以要走人工通道，工作人员会要求摘口罩核对是否是本人，会问大人小朋友的名字。进香港关卡前会有工作人员拿着测温枪给小朋友测体温，边检人员还问我有没有怀孕（是个女的都会问）出高铁站的卡口时，因为我拿的是临时身份证，要找工作人员人工核对信息，核对了取票号和身份证号，然后从旁边开小门给我出去，我看到另一个闸口开了就以为可以从那里出去了，安检阿姨及时拉住我的手把我带到正确的出口，说：“傻猪黎既，行呢边啊。”突然倍感亲切[萌萌哒R]一地两检在去香港时还挺方便，但要回内地的话就要提早一小时到高铁站，我们回程的时候就是忽略了一地两检需要耗很长的时间，才提前了半小时到高铁站，检票口的人跟我说你们现在才来，肯定赶不上了[惊恐R]于是我们在高铁站使出了洪荒之力狂奔，最后进站口的工作人员，看到我们抱着孩子，还叫我们不要跑那么快，注意安全，会让我们上车的，他叫我打开手机购票订单（这时在我们后面还有一位勇士飞驰而来[失望R]），核对了信息，立马带我们去坐电梯，一直拿着对讲机和同事联系，并告诉我们，看到高铁后上距离最近的车厢，因为高铁马上就要开了，要抓紧时间。在我们高铁后马上就关门启动了，空位很多，就随便坐下了，真的累瘫小贴士1.提前半小时购票，返程提前一小时到高铁站2.不记得带身份证可以现场办理临时身份证，有一台自助机专门办理3.相关信息提前截图，有必要时可快速与工作人员核对#香港过关#香港西九龙高铁站#香港,"|0|0|0|1|0|
",191902
1??起床?：六点 化妆一个半小时-7：302??出发地铁站：全程一个半小时预计9点到达深圳北站3??购买手机漫游套餐?支付宝搜索“境外上网”-勾选目的地中国香港-我购买了4g漫游一天包 ?26（联通移动价格不一样）4??微信：出入境黑码?搜索“海关旅客指尖服务”小程序申请后生成黑码，提前截图保存下来（24小时内申报即可 来回过关两次 就是入境申报?出境申报）5??到了之后根据指引牌走就可以 我们是走的橙色访客那边  然后就是刷通行证?指纹入关（那边不允许拍照 ）跟着人群走就可以啦 不会错。6??关于兑换港币?由于我们是时间来不及  是直接过了海关在香港那边兑换了200港币 我个人觉得小额几百块钱到了香港兑换也可以 如果数额大的话建议去银行?换比较划算（可查询当天的汇率），而且现在做地铁巴士?都可以微信支付宝 所以两百港币对我来说刚刚好 我们吃饭也用了支付宝支付（有些餐厅可以微信支付宝 有些只收现金或者八达通 这个提前问清楚奥）[害羞R][害羞R][害羞R][害羞R][害羞R]   我们游玩的路线是西九龙下了高铁乘坐地铁?到尖沙咀（在尖沙咀可以随便找个茶餐厅解决一下中饭～）→从尖沙咀步行油麻地→坐双层巴士到坚尼地城→坐叮叮车到铜锣湾→坐地铁到中环（中环这边花费20港币坐摩天轮?）→步行码头乘坐游轮去维多利亚港看夜景（游轮五港币/人）#旅游#打卡#街拍#香港生活#游玩攻略#香港#香港一天游#特种兵旅游#TVB港剧#裸辞去旅游,"|0|0|0|1|0|
",89957
香港的大街小巷都好港风，真的很好拍！我们从深圳福田站高铁15分钟丝滑过关香港西九龙，酒店定到了尖沙咀，两天的行程及地方特点：Day1：尖沙咀（美食+商场）-石澳（海边小镇）-维多利亚港（绝美夜景，坐船）-铜锣湾sogo（商场）Day2：中环（美食+商场）-油麻地警署（拍照打卡地）-旺角（商场运动店比较多）-k11其实现在大部分香港人都是挺友好的，过去普通话问路聊天都挺愉快，没有网上说的那么排外，东西大部分其实没那么便宜，少部分有特价打折款比较划算～总体感受很好，下次还去[害羞R]#浪漫生活的记录者[话题]# #香港[话题]# #香港vlog[话题]# #香港旅游[话题]##旅行碎片[话题]#,"|0|0|0|0|0|
",191994
又是去深圳开心的日子，吃爽了之后按按摩，美滋滋，从福田高铁站回西九龙只需要18min.福田站从12A进入到达检票口仅需2-3min，需要提前半个小时买好票。西九龙回HKU可以选择坐970系列过西隧，超快，除非像我一样路痴找公交车站找好久。,"|0|0|1|0|0|
",192028
 :又要爆满了内♂地游客即将涌入香港！深圳福田和香港间高铁4月27日至5月4日间每天加开22班！#香港[话题]##香港旅游[话题]##香港高铁[话题]##五一[话题]#,"|0|1|0|0|0|
",191907
高铁香港段的“绝版”物件:今年年初，高铁香港段恢复运营，全面实施电子客票，包括纸质票、港铁版车票在内的许多物件从此成为了历史。图1、港铁系统发售的繁体版高铁票。图2、内地版跨境高铁票（虚线框内的文字与内地其他车票不一样）。图3、口岸名称显示为“深圳西九龙”的内地边检出入境记录凭证（2018年10月就已删去“深圳”二字）。#香港#高铁,"|0|0|0|1|0|
",191933
香港迪士尼乐园:随着防控放开加上五一假期，相信很多朋友都有想着去香港旅行或办事，由于公司以及我们主营香港本土业务，对香港也十分熟悉所以我们来分享分享我们去香港应该准备些什么或者需要注意什么总共会有五点，希望能够帮助到大家[一R]一定要记得找运营商开通国际漫游手机设置也一定要打开哦[二R]如果您在北京天津等城市可以直接购买高铁直达西九龙如果不愿意坐高铁的话可以在深圳福田口岸或者罗湖口岸步行至香港[三R]一定要切记过关时的过境小票一定要收好这张小票等于我们在香港的临时身份证，如果丢了还要去湾仔入境事务处补办[四R]建议在过海关的换汇处进行换现钞，可以用支付宝微信进行换，而且海关都是官方的，一般不会有太大的汇差，比较正规。如果只打算去一两天走走的话准备2000港币就可以了，还有一点不得不提可以在国内的平台直接购买酒店住宿，价格会划算很多~[五R]如果大家会经常往来香港建议办一张八达通在很多地方可以使用例如部分饭店，地铁公交等地方都可以使用十分方便如果有些我没补充到的地方，欢迎大家在评论区留言，下期我们来聊聊香港其他的知识#香港#迪士尼乐园,"|0|0|0|1|0|
",192046
在深圳结束2天的工作，回北京选择从香港直飞。机票竟然比深圳的便宜。福田坐高铁14分钟到香港西九龙。仅刷身份证就能上火车。到达香港高铁站，需要刷港澳通行证和健康码。提前在支付宝小程序“海关旅客指尖服务”申请，健康码截图24小时有效。回国内通关时，也需要这个健康码。香港旅游局在西九龙高铁站搞活动，凭通行证领取100港币优惠券，指定的商场购物和吃饭可以直接抵用。J1出口有免费巴士到故宫博物馆。车程10分钟。飞猪平台买门票有优惠，售票处兑换纸质票。特展的通票和普通门票，现在特展是卡地亚珠宝，各个时代女明星戴的钻石饰品，太美了。博物馆展厅内和通道有很多长椅，这点比北京故宫和国家博物馆好。参观时遇到国际学校的小学生和幼儿园的小朋友，排着整齐的队伍，听老师讲解。还有很多上年纪的粤语老人，拄着拐杖、坐着轮椅，仔细地看各种展品。参观用时3个小时。如果下午参观，海边的夕阳景色据说很美。我中午到时拍照又晒又逆光。如果时间充裕，还可以去逛逛隔壁M+博物馆，最近有日本波点女王草间弥生作品展。去机场根本不需要提前三个小时。2个小时都很富裕。在机场实在无聊，逛完免税化妆品店又吃了一顿饭，到达登机口都还有时间。#香港故宫#香港西九龙文化区,"|0|0|0|1|0|
",192059
大陆人出行方式：高铁｜14min 福田—香港西九龙游轮｜1h蛇口港—到哪忘了…地铁｜支付宝首页，出行，位置定位到香港，显示地铁乘车码太方便了！打车｜一定记得打表！,"|0|0|0|0|0|
