博文内容,识别结果,id
#世界之窗[话题]# #一日游[话题]#,"根据您的要求，对博文“#世界之窗[话题]# #一日游[话题]#”进行分析，结果如下：

| 交通拥堵 | 人流量拥挤 | 空间布局混乱 | 商品质量差 | 服务质量差 |
|---|---|---|---|---|
| 0 | 0 | 0 | 0 | 0 |
",10588
#梧桐山[话题]# #爬山[话题]#,"|0|0|0|0|0|
",146969
#深圳#深圳湾#簕杜鹃,"|0|0|0|0|0|
",147769
點解宜家傢私咁多人架佢嘅雪糕先3蚊咋，好好味，個脆筒好脆羊肉串都好好味,"|0|1|0|0|0|
",193152
#骑车[话题]# #深圳湾公园[话题]#,"|0|0|0|0|0|
",145973
（腿已经废了 ）#梧桐山夜爬#梧桐山,"|0|1|0|0|0|
",26345
具有中國特色的英文，外國人都不懂。:我的英國朋友便問我，為我深圳的英語是他們都看不懂，除了大劇院站外，其他的都不知如何發音。我只能一笑吧。,"|0|0|0|0|0|
",25421
大小姐 早晨@林淑敏Mandy #爱回家之开心速递#  香港·西九龙高铁站,"|0|0|0|0|0|
",716848
嗯哼哼由于Car课小组仍有一个同学找不到，于是俺和就和学姐学妹们一起Happy去啦[哇R]P1-4深圳欢乐谷感谢俺们的咕咚学姐@一小只咕咚 舍命陪本疯猴子玩雪域雄鹰[派对R]不得不说s深圳的稳定系统确实很好，没有那么强的失重感[赞R]P5-7端午安康啦：不能回去的端午当然得拽上室友一块行街啦[萌萌哒R]正好锻炼了一下自己动手烧肉的能力[偷笑R]（虽然烧焦了一块?还有就是哈根达斯买一送一啦，仅限俺手上那一款，但是69hkd两杯zhun滴hin值[自拍R]P10-11 逛学校??N?又双叒叕带小伙伴逛学校啦感谢阔爱滴@花生米 送俺的小猴砸[大笑R]俺滴猴儿成员+1hhhhh（ps：CEE和CSE好像又在Z座有讲座来着，感兴趣的阔以看看捏好了，最近的快乐就到这，做实验去辽[害羞R]#香港理工大学#校园生活#大学生暑假#端午#哈根达斯#烧肉#小猴子#深圳欢乐谷#雪域雄鹰,"|0|0|0|0|0|
",192578
一定要來一次世界之窗[doge]  深圳·深圳世界之窗 ,"|0|0|0|0|0|
",350376
带北.大男的来逛深圳湾公园，我俩都好内向啊，现实中没有网上聊得来，看他的表情也老是沉浸在内心世界，两个人还挺经常各自发呆的哈哈，反正见了就没那么喜欢了。人还是挺好的,"|0|0|0|0|0|
",717631
前男友对我的伤害还是很大的，往后我和任何一个男生相处都是沿用他培养的相处模式，今天逛深圳湾公园，想到他，很伤心。,"|0|0|0|0|0|
",716035
50分也不是很大 吓死了,"|0|0|0|0|0|
",393478
好开心呐！总是可以带大家到处探店[偷笑R]我又探到宝藏店啦！风景超级好的～真的一个人在这里坐了一整个下午带了一本书一边看一边吃甜品解决了一天的两餐[偷笑R]海鲜意面还不错！Tiramisu真的超级超级超级好吃！美式反而麻麻地[彩虹R]24気艺文生活空间#深圳#深圳探店#探店#跟我来探店#周末探店#COTD咖啡探店#咖啡#深圳咖啡店,"|0|0|0|0|0|
",192702
230625感谢特区请吃午饭～ただ飯ご馳走さま ,"|0|0|0|0|0|
",167921
深圳越來越多打卡地方，?，是日到歡樂海岸，在幸福摩天輪前遇見幸福的一對，祝福他們?。鐘書閣也很美，除了看書還可以喝咖啡，真是好去處。#歡樂海岸#鐘書閣#幸福摩天輪#深圳好去處#Ai的人像#Ai的視角,"|0|0|0|0|0|
",192952
夜……  佛山·华侨城欢乐海岸PLUS ,"|0|0|0|0|0|
",855605
#豪宅[话题]# #深圳豪宅邓邓[话题]# #向云端[话题]#,"|0|0|0|0|0|
",147654
2012年5月4日33歲深圳市宝安區世界之窗及欢乐谷旅遊景點老照相機拍照留念，港澳通行證過期去不了，秋天的10月份去大陸老家公安分局辦簽證，下次再去香港好玩。暫時不去澳門玩的。舊年代時我的老照片故事回憶。[酷][爱你][锦鲤附体][害羞][笑哈哈][赞][摊手][心][鲜花][浪][照相机]  香港,"|0|0|0|0|0|
",168069
又是一日的假期~又回去了[心]但真的想不到要去哪裏~那就在人才公园走走吧~順便圍了湖走一圈~[允悲]#中国##中国[超话]##深圳##深圳[超话]##香港##香港[超话]##香港是中国的香港##香港警察##香港警察[超话]##守护香港##运动健身##运动打卡##运动就是坚持##减肥打卡##运动#,"|0|0|0|0|0|
",394725
6月因为脸严重过敏爆脓性痘经历着前所未有的自卑感翻了翻相册 只有记录皮肤恢复的漫长过程。工作上 活动正日前整整72小时精神紧绷经常吹毛求疵 苦了身边人还好最后有个好结果。最近回不了家 要经常住酒店 看到卫生不干净我精神上真的很抓狂。42。好焦虑好想做一只猫 有一个很疼我的主人。 ,"|0|0|0|0|1|
",393666
#密室#響livehouse音乐酒吧#花束#深圳欢乐谷,"|0|0|0|0|0|
",192703
赶紧公布！[开学季] #深圳世界之窗# ,"|0|0|0|0|0|
",394934
世界之窗:不用出国门，就可游遍世界 #香港[话题]#  #世界之窗[话题]#  #深圳[话题]#  #深圳世界之窗[话题]#,"|0|0|0|0|0|
",192925
又来到世界之窗，真的是魅力四射，灯光辉煌。  ,"|0|0|0|0|0|
",167883
#遊樂園[话题]# #旋轉木馬[话题]#,"|0|0|0|0|0|
",11267
【喜灰  彩蛋】盘点《世界之窗》第01话的小细节不经不觉画完了第一话，因为是彩漫，所以画一页很慢，剧情进度也很慢。[苦涩]为了增加每页的趣味性，我尽量每页都加一些笑点、颜艺、亮点，让每一页、每一格都信息量爆炸，这样的话不至于太无趣，大家在等更新、重温的时候，也可以有新发现。[憧憬]现在，来看看第一话中你可能忽略了的一些小细节吧~[打call][打call]B站链结： ,"|0|0|0|0|0|
",168101
蛇口，6月30 ,"|0|0|0|0|0|
",177818
深圳一号线有哪些好转的地方不:深圳一号线有哪些好转的地方哇[萌萌哒R]顺便问一问华侨城是华侨base地不～#地铁#深圳地铁#深圳地铁1号线,"|0|0|0|0|0|
",158309
@阿云嘎Musical 又見了[打call][打call][打call]  深圳·深圳湾人才公园,"|0|0|0|0|0|
",352580
有没有姐妹去深圳世界之窗的Thai party！！！ ,"|0|0|0|0|0|
",586849
短暂的母子团聚又结束啦，这次逛了世界之窗，吃了佩姐老火锅，吃了有名的烤鱼豆花，还有好吃的湘菜，把柠檬水和奥利奥冰淇淋吃够了，带着一大堆快递吃的，一转眼又回到了港村[开学季]#读博日记#  香港·九龍公園 ,"|0|0|0|0|0|
",178072
看到同学去巴黎玩把我气晕，都是一起毕业的怎么我就没有钱，直到发现人家去的是世界之窗，破涕为笑哈哈哈哈哈 ,"|0|0|0|0|0|
",178056
我爱hk 下周还想去hhhh  香港 ,"|0|0|0|0|0|
",398519
端午三天我们连续约了三天会，从东门老街到华强北，看了电影《我爱你》，去深圳湾公园看了海（虽然下雨），吃了很贵不好吃的麻辣烫，但在华强北吃到了好吃的螺蛳粉，买到了爱吃的口香糖和熊仔饼！回家路上逛到了pingu企鹅超级喜欢！女朋友全款给我拿下嘿嘿嘿狠狠炫耀一波，又是当幸福女人的一天！#ppl#Le#plog#约会#恋爱日常,"|0|0|0|0|0|
",54766
好充实的周末，大概做了7.8.9.10件事情吧[惊喜]（结果就是，我周一早上上班差点没起来）但是一起玩耍，真的很开心哎 ,"|0|0|0|0|0|
",177950
长沙的话，我基本锁定了三个景点：橘子洲头、岳麓书院（湖南大学）、程潜公馆。前两个有老人家塑像，属于必去的景点。第三个因为我家人有民革的关系，这次我也去了五一广场去了两次，第一次是刚到那天晚上，想去中心区看看人流。果然好多年轻人出来玩[开学季][开学季][开学季]，第二次是去找茶餐厅，顺路无长沙Apple store逛逛做做售后服务。其他世界之窗、马王堆汉墓就没去了（时间不够）交通基本靠打的地铁长沙地铁基本能送你去任何景点，花费也很少，我基本都是2-3块。但是地铁扫码支付有点麻烦，我就买单程车票度过三天饮食的话长沙靠辣出名，我浅尝几口觉得还好（四川菜吃习惯的缘故）也没多吃，就是三天馋汤水馋疯了住的地方我选择在窑岭湘雅二医院附近，司机告诉我这是长沙中心区，去哪都方便。。,"|0|1|0|0|0|
",584563
七月份我會去協助深圳梧桐山動物救助隊。每個月盡力為地球出一點綿力已經連續42個月，為每個地區出力今個月去深圳！因為欣賞創辦人無私嘅奉獻感動了我此創辦人致力發展專醫治流浪貓狗及照顧牠們。令人感動！希望小動物得到照顧及安享晚年。眾生皆平等善緣沒別心#梧桐山動物救助隊 ##梁思浩##大家真風騷#,"|0|0|0|0|0|
",584625
（虽已过）重要的日子，但也要为了纪念强行发微博！ ,"|0|0|0|0|0|
",177812
7.5夜爬梧桐山找搭子,"|0|0|0|0|0|
",51965
终于找到深圳可以充值八达通的地铁站。世界之窗J出口。4号港铁深圳北，少年宫这样的大站竟然没有，就搞笑[拜拜] ,"|0|0|0|0|1|
",178065
吹吹風 ? 久違的日出劇場,"|0|0|0|0|0|
",97357
11号有没有人一起怕梧桐山的dd,"|0|0|0|0|0|
",52771
疫情之前基本每一週都往香港跑，逛街吃飯看展。疫情後第一時間衝了過去，現在基本恢復兩週一次的頻率。今天把車停在深圳灣日出劇場，走路過關順暢。一路上看堵車去深圳灣口岸的賊多。還是更喜歡坐巴士，一路看風景。到閨蜜家拿了#steamdeck[话题]#，下午回深圳啦～#香港[话题]# #深圳湾过关[话题]# #深圳灣公園[话题]# #香港交通[话题]# #荃灣[话题]#,"|1|0|0|0|0|
",53790
和五一有得一比（人挤人方面  深圳·深圳湾公园,"|0|1|0|0|0|
",859504
我追随的光 是五角星的光 五星闪耀皆为信仰 #梧桐山[话题]##梧桐山:我追随的光 是五角星的光 五星闪耀皆为信仰 #梧桐山[话题]# #梧桐山,"|0|0|0|0|0|
",52314
#沙滩[话题]# #深圳湾公园[话题]# #深圳周末去哪儿[话题]# #沙滩#深圳湾公园#深圳周末去哪儿,"|0|0|0|0|0|
",52114
深?CC北上話你知? 寵物友善「花房时光Coffee 」 新進?貓店長：糖糖? ?上班地點：深圳蓮塘站A出口步行3分鐘左右就找到我?啦！羅湖區蓮塘畔山路132號梧桐山新居,"|0|0|0|0|0|
",53283
今天我在世界之窗地铁站，看见有一个公仔很想要，但不懂夹 看见这，觉得很劲唷,"|0|0|0|0|0|
",177962
暴暴曬下選擇去梧桐山爬山簡直是人生的試煉～～～我的兩條報銷了[苦涩]  深圳·梧桐山,"|0|0|0|0|0|
",858831
#每日一善[超话]# #阳光信用# #每日一善# 无论走到哪里，我们都要学会支撑自己，失败时给自己多一些激励，孤独时给自己多一些温暖，l努力让自己的心灵轻快些，让自己的精神轻盈些。  深圳·梧桐山 ,"|0|0|0|0|0|
",861643
深圳世界之窗:深圳世界之窗,"|0|0|0|0|0|
",158250
很熱很曬很開心……#深圳·深圳世界之窗[地点]# ,"|0|0|0|0|0|
",177835
#梧桐山日出[话题]# 找回自己,"|0|0|0|0|0|
",16969
深圳之窗好鸡肋了，又残又旧，缩小的模型，也只有夜晚灯光下＇才显的有美感。门票220，不建议白天去，建议夜场，最好带上灭蚊水和小风扇。蚊多又热的。#旅途中的美景#笔记灵感#世界之窗#深圳世界之窗#深圳拍照#人文景点分享#深圳旅游攻略#深圳周末去哪儿#深圳旅行拍照,"|0|0|0|0|0|
",160024
世界之窗正像它的名字那样，是一扇展现世界名胜的窗口的主题乐园，里面有世界各知名景点的缩影。除外，这里还有世界各地的风情表演，日本茶道、非洲风情歌舞秀等，沒有什么服务，排队的人很多。#旅途中的美景#笔记灵感#深圳世界之窗#旅拍#世界之窗#深圳#夜景#深圳旅游攻略#深圳旅行网红打卡点,"|0|1|0|0|0|
",159951
热死了  深圳·梧桐山 ,"|0|0|0|0|0|
",864275
夜爬滴滴 #夜爬梧桐山#夜爬,"|0|0|0|0|0|
",21244
15 号夜爬梧桐山有人吗？有群,"|0|0|0|0|0|
",16893
紀錄夏天  深圳·深圳世界之窗,"|0|0|0|0|0|
",17488
#深圳欢乐谷#欢乐谷,"|0|0|0|0|0|
",160423
这周日找个深圳欢乐谷搭子！敢玩机动游戏的、我请客！诚心约！:这周日找个深圳欢乐谷搭子！敢玩机动游戏的、我请客！诚心约！,"|0|0|0|0|0|
",159787
#梧桐山[话题]# #跑山[话题]#,"|0|0|0|0|0|
",230665
挑战的不是山，是自己体能的极限#梧桐山# ,"|0|0|0|0|0|
",589979
在深圳！做一日卡丁车女孩～:场地也太好出片了！换上服装场里场外拉着闺蜜拍一圈再说～员工对顾客也是很负责任每个玩家玩之前都会上安全须知课价格也很亲民哟～场地很大，赛道在树荫下不会很晒赛道很多急弯 超有挑战性！！跟闺蜜赛了几圈两个人全身湿透如果不穿服装的记得喷驱蚊水哦我的肚子跟闺蜜的后背完美中招U0001fae0位置很好找 地铁站出来就看的到:极速飞车卡丁车俱乐部:深南大道9037号世界之窗景区荔枝林雕塑园101号:距地铁 1/2 号线世界之窗H1 口步行 180m:周日至周四 10:00-21:00周五、六:9:30-22:00#卡丁车女孩#卡丁车俱乐部#卡丁车拍照#闺蜜聚会#深圳周末好去处,"|0|0|0|0|0|
",159840
有没有搭子呀，有私一下，暑假太无聊 #欢乐谷年卡,"|0|0|0|0|0|
",160480
T1悶熱下，一行三人 #小布 #Brompton  香港出發落馬洲，過關後早餐，再騎去 深圳灣公園，到了南山區，約了在 亞里巴巴 上班的員工粉絲[抱一抱][抱一抱]粉絲好棒[打call][打call][打call][打call]，可以參觀下大本營，嘩，大開眼界。因天氣不穩，急回香港。希望下次可以再參觀其他地方有冇粉絲可以介紹,"|0|0|0|0|0|
",592534
#徒步随手拍[话题]# 小梧桐绝美天空,"|0|0|0|0|0|
",254992
老公我真的来了[來][來][來] ,"|0|0|0|0|0|
",190165
深圳湾公园内免费！夏克立个目标夏 ,"|0|0|0|0|0|
",589533
学永春、画龙舟、游乐园享精彩，即时”嗨森“在顺德#顺德喜来登酒店##暑期# ,"|0|0|0|0|0|
",591703
爆假無嘢做，做好孩子同北上探險！共享你架單車Phase 2 深圳灣公園~海上世界 ,"|0|0|0|0|0|
",592197
把歡樂港灣和歡樂海岸都沒搞清楚！[允悲] ,"|0|0|0|0|0|
",592181
拍照 ##深圳人才公园#深圳,"|0|0|0|0|0|
",190648
你们中国移动是否也太敏感了我就到深圳湾公园溜了个弯就说我已经到香港了且激活了我的无忧行淦。。又要多买一天（[哆啦A梦害怕] ,"|0|0|0|0|0|
",593812
下一站：深圳第一次来人才公园逛逛没想到就碰上了无人机表演~以及事实证明人多的地方不一定是最好的机位，反而人少的地方会有意想不到的效果，如p5[喵喵] 果然还是得让子弹头占c位[馋嘴]#手机摄影[超话]##手机摄影##plog##日常##深圳#  深圳·深圳湾人才公园 ,"|0|1|0|0|0|
",364804
#云海[话题]# #看日出[话题]#爬山搭子滴滴,"|0|0|0|0|0|
",119345
北上广深，爱来不来。北上广深，爱来不来北上广深，爱。来不来。北上广深，爱来不来！  深圳·深圳湾人才公园 ,"|0|0|0|0|0|
",362780
#夜爬梧桐山#夜爬梅沙尖,"|0|0|0|0|0|
",78744
人多得快把我劝退了哈哈……#梧桐山夜爬,"|0|1|0|0|0|
",118736
傍晚的深圳湾人才公园:傍晚的风很舒服。,"|0|0|0|0|0|
",190547
到了  深圳·深圳世界之窗 ,"|0|0|0|0|0|
",12700
#OueiijaOffroad[超话]##daouoffroad##鲸亚洲音乐嘉年华##深圳世界之窗# 准备上台前的互相鼓励，整理，心照不宣摄影师你是懂避开小情侣咬耳朵的 [拜拜],"|0|0|0|0|0|
",183102
#BounPrem[超话]# 今日份追星(P’dao)成功[挤眼]  深圳·深圳世界之窗 ,"|0|0|0|0|0|
",12835
#Noeullee__6[超话]#20200723 Noeul深圳世界之窗鲸亚洲嘉年华partyNoeul离场脱衣服 啊啊啊啊啊啊啊啊啊    ,"|0|0|0|0|0|
",183268
?#梧桐山[话题]# ???'? ????  山不见我，我自去见山,"|0|0|0|0|0|
",80309
#Noeullee__6[超话]##noeul#20200723 Noeul深圳世界之窗鲸亚洲嘉年华partyNoeul表演全程禁二传二改一开始是粉丝在呼唤李诺恩，特地留着啦  ,"|0|0|0|0|0|
",183022
#海边日落[话题]# #深圳湾公園[话题]#,"|0|0|0|0|0|
",123964
由香港??過莲塘口岸乘的士?直達「缘爱素食」好彩打電話問老闆午餐用膳時間，但我哋遲咗去到老闆預留嘢食俾我哋，味道好?招呼好??環境又舒服U0001f979價錢很便宜?25一位,"|0|0|0|0|0|
",82949
深圳三天两夜D1-春茧体育场??；浅逛了深圳湾万象城美食区，无feel；D2-南山博物馆，看展；深圳万象天地，观夏的梅水煎茶好闻哎！下次找一天时间来细刷万象天地～深圳湾公园，闻说?比?好看，但是这边夕阳也好好看，人很多很多很多；华侨城欢乐海岸，日落绝美!!!!!D3-路过明华轮，海上世界文化艺术中心，无艺术细胞（是我是我是我），不会逛，适合发呆看云看海看对面的??。,"|0|1|0|0|0|
",79074
上上周帶弟弟妹妹玩耍日記 ,"|0|0|0|0|0|
",403306
順德  我們來也  佛山·华侨城欢乐海岸PLUS ,"|0|0|0|0|0|
",872171
真的太热啦[苦涩]  深圳·深圳湾公园 ,"|0|0|0|0|0|
",868995
唔素唔食:索南藏素·西藏特色(梧桐山店) 好彩趕得切2:30前到達食午餐 餸菜好食價錢合理每位50 【索南藏素·西藏特色(梧桐山店)】 梧桐山 素食 巷子坊116号 ,"|0|0|0|0|0|
",79978
深圳灣公園 歡樂海岸#地铁:深圳灣公園 歡樂海岸 #地铁,"|0|0|0|0|0|
",188230
深圳灣公園 歡樂海岸 #地铁,"|0|0|0|0|0|
",81887
#欢乐海岸# ,"`|0|0|0|0|0|`
",597543
#深圳湾公园# 啊B要被姨姨玩坏了 ,"|0|0|0|0|0|
",596057
#TF家族[超话]# 有无极丝在深圳一起去欢乐谷耍2-3个！我和朋友加多2-3个[haha][舉手],"|0|0|0|0|0|
",404877
我终于不是去金光华和kkmall了  深圳·华侨城欢乐海岸 ,"|0|0|0|0|0|
",364492
一路向南，平稳舒适！  香港·香港赤腊角国际机场T1航站楼 ,"|0|0|0|0|0|
",593512
#深圳周末游欢乐海岸超适合带孩子玩。首先是商场冷气超足，儿童室内室外游乐园都多。今天我们主要玩了室内的探洞工厂和QQ家族的赛车游戏。本来还想划下船，时间预算不够。姐弟俩恋恋不舍地离开欢乐海岸，承诺他们下次来深圳住这儿的酒店，可以好好的玩二天。这次我们住南山的凯宾斯基，虽然房间不如隔壁的万豪酒店大及室外景色好，但服务做得不错，给我们把退房时间延长到了四点，还给孩子们送了巧克力和饼干。回香港前打包了酱骨架和凉皮，回到家用黄油煎了一盘松茸，再蒸了二个鸡蛋，二十分钟搞定晚餐！完美的周末~,"|0|0|0|0|0|
",403522
#深圳周末游# #深港同城生活圳加速# 欢乐海岸超适合带孩子玩。首先是商场冷气超足，儿童室内室外游乐园都多。今天我们主要玩了室内的探洞工厂和QQ家族的赛车游戏。本来还想划下船，时间预算不够。姐弟俩恋恋不舍地离开欢乐海岸，承诺他们下次来深圳住这儿的酒店，可以好好的玩二天。这次我们住南山的凯宾斯基，虽然房间不如隔壁的万豪酒店大及室外景色好，但服务做得不错，给我们把退房时间延长到了四点，还给孩子们送了巧克力和饼干。回香港前打包了酱骨架和凉皮，回到家用黄油煎了一盘松茸，再蒸了二个鸡蛋，二十分钟搞定晚餐！完美的周末~,"|0|0|0|0|0|
",594604
千万千万要提前预定三合一餐券，我们一行2大2小（2个小的其实已经10岁/8岁，顶成人食量了），只花了590RMB买了3张三合一餐券（集合午餐、晚餐、下午茶），吃到饱饱的，还略有剩余。现场买一顿的套餐就在150+了。喝水我们带了保温杯，全程接纯净水喝，吃的都用餐券。门票之外，除了在商店买纪念品，真的不花钱！！比我在深圳玩欢乐谷还省钱，感动啊。,"|0|0|0|0|0|
",165826
香港去深圳歡樂谷:問問香港的朋友們想問一下去樂園的門票在哪裏買最好 我15歲身高180應該買那一張門票請求解答。 #深圳#深圳欢乐谷#深圳欢乐谷门票#游乐场#攻略#游乐园,"|0|0|0|0|0|
",168566
夜爬梧桐也太爽了吧#梧桐山夜爬[话题]#,"|0|0|0|0|0|
",136318
這公园竟然修了四年都没修好..........一些封存了很久的痛苦被trigger开来了，四年前也是这样封着，往昔就是在这唱的东方之珠........那天狗cp害我四十个小时没合眼，一边抹眼泪一边狂奔赶过海关[单身狗][单身狗]我一辈子都不会原谅这两个人[单身狗]（夸张手法  深圳·深圳湾人才公园 ,"|0|0|0|1|0|
",366401
来到了心心念的深圳  深圳·深圳世界之窗 ,"|0|0|0|0|0|
",10219
8.3号凌晨梧桐山脚集合? 于周四凌晨破晓时分观日出 目前三人，找队友。 # #梧桐山夜爬,"|0|0|0|0|0|
",136878
是真的爬累了夜爬梧桐山，手脚并用  深圳·梧桐山风景名胜区-好汉坡 ,"|0|0|0|0|0|
",872657
深圳欢乐海岸 景色特别好，环境贼舒适 … 冰激凌雪糕贼贵 ? 想放空的 买杯咖啡 去座座 蛮舒服 #打卡#拍照#深圳,"|0|0|0|0|0|
",168495
其实人生，就是一个享受过程的过程，无论当初做什么选择都会后悔，但同时大家都心知肚明，我们无法站在现在的角度，去批判当时的自己，就算时间重来一次，以当时的心智和阅历，还是会做出同样的选择。微博是我发疯宣泄情绪的地方，在疲倦的生活里也要说说温柔的废话，我会不断记录，seriously的说[收到]  香港,"|0|0|0|0|0|
",720527
碎片丨深圳世界之窗:这个人很懒，什么都没有留下,"|0|0|0|0|0|
",165985
#卷毛TuT[超话]#脚已断  深圳·深圳欢乐谷 ,"|0|0|0|0|0|
",367829
时隔20年重游深圳世界之窗,"|0|0|0|0|0|
",165959
珍惜与爸爸的相处时光 #想记录下此刻#深圳世界之窗,"|0|0|0|0|0|
",168192
8月4号晚梧桐山北门滴滴， #每周一山徒步计划#海边日出,"|0|0|0|0|0|
",139223
深圳欢乐谷gogo！ ,"|0|0|0|0|0|
",405822
8.5夜爬梧桐山第41次?,"|0|0|0|0|0|
",138087
#深圳世界之窗#烟花,"|0|0|0|0|0|
",165842
#我们都爱古诗词[超话]##云中漫步艺术画廊[超话]# 北方雨水成灾，而深圳湾公园的水竟然干了，真是旱的旱死，涝得涝死～[允悲]《蝶恋花》摄影/文：梁晨夕阳洗去旧繁华，黄花珠光寄晚霞。忽见蝶儿迤逦至，唤君来看蝶恋花。#摄影##随手拍##遇见美好##带着微博去旅行##花卉##古风##情感语录# ,"|0|0|0|0|0|
",720236
在弥敦道听弥敦道。 ,"|0|0|0|0|0|
",186963
#户外徒步[话题]# #深圳梧桐山[话题]#,"|0|0|0|0|0|
",138209
深圳 歡樂海岸#亲子游[话题]# #旅游[话题]# #遛娃好去处[话题]# 多野食多野玩,"|0|0|0|0|0|
",165577
摩登天空║Young Blood新血计划:8月6日 圣水母在深圳锦绣中华民俗村的演出 这次演出有喷射鸡主唱客串完成 顺利合体成为“喷水母鸡” 演出完美完成！ 感谢大家 ！深圳再见！ （悄悄说一下 8月13日 即下周六 喷射鸡也会在同一地点演出 敬请期待） #HolyJelly#宝藏音乐#摩登天空#youngblood,"|0|0|0|0|0|
",165713
位于深圳南山区重新装修的威尼斯英迪格酒店，周末：节假日还可以免费欣赏到世界之窗的烟花， 酒店的地理位置挺好，周围都是吃的，世界之窗、华侨城城欢乐谷就在旁边，可以玩足整整2天。泳池酒店都蛮美的～ #深圳酒店#周末去哪玩#深圳泳池,"|0|0|0|0|0|
",168491
歡樂海岸:深圳灣公園站 歡樂海岸,"|0|0|0|0|0|
",168499
隨便一拍就很出片！就看看你有沒有那麼多動作拍攝！ 地方很小！卻超級出片！ 人流也非常非常多 里面也有不少商鋪 這麼完美的小鎮還是穿白色的好！ 建議：5點後去！實在太曬了！ 地鐵世界之窗站H出口 一岀口就是了！ 快去打卡吧！,"|0|1|0|0|0|
",165580
影咗相就当嚟过啦  深圳·深圳世界之窗,"|0|0|0|0|0|
",10110
挑战的不是山，是自己体能的极限#梧桐山[超话]#  深圳·梧桐山顶峰,"|0|0|0|0|0|
",874512
每次和同学约觉得sz真的梭哈长条状 每次一小时起步[怒] ,"|1|0|0|0|0|
",186995
下－站世界之窗:選擇晚上來，真是沒錯的,"|0|0|0|0|0|
",168514
#浪漫生活的记录者[话题]#在深圳工作的那两年时常去深圳湾公园那时候海对面遥遥相望着香港高中的时候盛行着粤语歌每个男生都努力的用着蹩脚的粤语在拥挤的18岁歌唱我们爱着香港尽管时间匆忙尽管没准备但还是替18岁的自己去看了看这座城#vlog[话题]# #香港[话题]# #香港打卡[话题]##Vlog我的一天[话题]##我的日常Vlog[话题]##香港探店[话题]##粤语歌[话题]#,"|0|0|0|0|0|
",139726
深圳  深圳,"|0|0|0|0|0|
",483838
總有一天我會獨闖梧桐山:．,"|0|0|0|0|0|
",64217
「未完成也可以是很好的结果。」非常有意思也很有启发的讲述。达达乐队主唱彭坦讲述自己在疫情期间画的一副画，仅仅做了局部填色最后被拿来作为专辑封面的事情。「这个未完成，是成立的。因为在疫情里，我们很多人的事情都很难完成。」 ,"|0|0|0|0|0|
",311486
#今天的故事今天发#梧桐山,"|0|0|0|0|0|
",65600
前一分鐘還想約爬山看日出，結果還是算了[doge][doge][666] ,"|0|0|0|0|0|
",724548
??♀?周末的欢乐海岸人不要太多～ ??这里的喷泉变成孩子们的水上乐园，还见到几个男孩子全Luo[笑哭R] ?想带孩子玩水的，要记得备多一套衣服，带上浴巾，免费水上乐园get ? #夏日游玩#深圳游玩,"|0|1|0|0|0|
",169039
#海边[话题]# #任我行[话题]#,"`|0|0|0|0|0|`
",181772
8.13晚上到8.14凌晨夜爬梧桐山找搭子#深圳#梧桐山夜爬#摄影#夜爬梧桐山#深圳梧桐山#梧桐山,"|0|0|0|0|0|
",181433
#梧桐山夜爬#梧桐山,"|0|0|0|0|0|
",65508
跟我出去玩的人好幸福 ,"|0|0|0|0|0|
",723490
#大叔 #日常分享 #放空自己#深圳灣#深圳人才公園,"|0|0|0|0|0|
",169054
8.11  深圳·世界之窗(地铁站),"|0|0|0|0|0|
",878969
2023/8/13#深圳欢乐海岸#若兰慈素食馆#茉莉奶白 http://t.cn/A60rb33f ,"|0|0|0|0|0|
",309456
香港-深圳｜欢乐海岸好多人 秋天第1张照片  欢乐海岸晚上八点开始... 戳我看完整笔记>>http://t.cn/A60r0iQu (更多 @Kayla 的笔记内容都在@小红书 立刻下载 APP：http://t.cn/RPTJCEp) ,"|0|1|0|0|0|
",310045
是在世界之窗的东东,"|0|0|0|0|0|
",171364
心之所向，何惧道阻且长 深圳·梧桐山顶峰 ,"|0|0|0|0|0|
",878163
我和寶貝のCityWalk:深圳灣好好拍咯暑假抓她出門真不容易#暑假生活[话题]# #CItyWalk[话题]# #深圳湾万象城[话题]# #香港读研[话题]# #深圳人才公园[话题]# #深圳灣[话题]#,"|0|0|0|0|0|
",169821
我是中國人：【「錦繡中華·相約香港」首屆內地香港青少兒中文風采大賽成參照的好榜樣】網絡紅人工作者協會創會主席  高松傑 ,"|0|0|0|0|0|
",724652
地鐵自由行，深圳灣公園站9号線D2出口直到海邊，環境舒服，看見對面香港，之後可去附近歡樂海岸行街食野看電影！放慢腳步。,"|0|0|0|0|0|
",63729
看海 ！深圳灣公園地鐵9号線D2出口直到:地鐵自由行，深圳灣公園站9号線D2出口直到海邊，環境舒服，看見對面香港，之後可去附近歡樂海岸行街食野看電影！放慢腳步。,"|0|0|0|0|0|
",168889
地鐵直出到海邊吹風！#最美夜景[话题]# #夜景[话题]# #深圳[话题]# #,"|0|0|0|0|0|
",57989
黑米嘛的深圳湾公园 ,"|0|0|0|0|0|
",724567
做了欢乐谷的攻略 还有深圳三日游的PPT你给我雷阵雨是吧。。。。。。。。。。 ,"|0|0|0|0|0|
",311549
居然是世界之窗…我小时候还去玩过 有种平行时空交集的不可思议感 好想穿越过去认识昊昊带他去玩啊[泪],"|0|0|0|0|0|
",309697
#杀鱼技术[话题]# #刀工[话题]#,"|0|0|0|0|0|
",179921
