博文内容,识别结果,id
#记录生活##好好吃饭#  跟我感情最好的妹妹去吃東西特開心我倆性格相近也很愛吃連愛吃的東西口味都是一樣  深圳·金光华广场 深圳,"|0|0|0|0|0|
",876754
晚上不用上班，回深圳吃椰子雞看電影[月亮]  深圳·深圳海岸城,"|0|0|0|0|0|
",370330
#爱马仕[话题]# #沉浸式[话题]# #美貌[话题]# #包包分享[话题]# #爱马仕购买攻略[话题]# #爱马仕白房子[话题]# #爱马仕房子包[话题]#,"|0|0|0|0|0|
",181998
這次和閨蜜去深圳是木屋燒烤 閨蜜一天到晚就說我去大陸我一定要吃燒烤，要吃擼串，我只能寵著啦！ 木屋燒烤是我去深圳如果吃燒烤基本第一個想法就是它，味道好價格公道，服務也很好（老街店的） 這次點了幾個我必點的： 1.韭菜：我閨蜜不吃韭菜吃了也愛上了，覺得超多汁水，完全和香港的乾巴巴的燒烤韭菜完全不一樣 2.烤生蠔：又是一個閨蜜不吃，試了後又愛上的，閨蜜覺得很大只+超多湯汁，很愛 3. 烤茄子：這個是我的最愛剛好閨蜜不喜歡，我就一個人吃，超開心特別喜歡師傅加的生蒜，愛爆了 4. 30串的豬肉串：愛吃辣的一定要試，我們和閨蜜吃了後上頭，越辣越想吃，然後跑到對面點一點點也要吃它，買的時候剛好遇到木屋燒烤的經歷在買奶茶，我就作死的去問問我可以也點一杯嗎，見對面想了一會再問我要喝什麼，我說說笑的，就是搭個嘴別當真。 5.牛肉羊肉雞肉串都很好吃，基本都是閨蜜這個食肉獸在吃，我比較喜歡吃菜多一點。 大家去老街玩的時候，可以試試木屋燒烤。 #烧烤#烧烤店#网红烧烤店#韭菜#茄子#生蚝#生蠔#木屋烧烤#木屋?燒烤串#深圳探店#老街深圳#深圳老街站#深圳东门老街美食,"|0|0|0|0|0|
",64727
超多hk朋友把卓越中心占领了冷气确实不够啊！敏华的菠萝包和蛋挞还有冻柠茶都是我每次的必选！鱼蛋，碗仔翅就不多说啦不知道吃什么就会吃的茶餐厅[赞R]#100家探店计划#港式茶餐厅#我的日常#记录真实生活#寻找多巴胺餐厅,"|0|1|0|0|0|
",8438
同朋友上深圳 行街 食飯 吹水?海岸城四斤八兩牛蛙火鍋店 好味??,"|0|0|0|0|0|
",168643
本來最好上深圳看imax激光戲院二刷封神，但想起過關人多，真不想去了。 ,"|0|1|0|0|0|
",154055
我又来啦！ ,"|0|0|0|0|0|
",312117
Hermes Birkin20 金棕白天房子包[派对R]收藏级别超级限量！网传配货需要 800W+设计师以法国巴黎福包大道的爱马仕总店的橱窗为灵感，首次采用 3D立体设计，金棕搭配罕见的雾面乌木色短吻鳄鱼皮，让整只包自带高级感，又不失可爱气息，是好看到目不转睛的程度了！拥有一只是否可以爱马仕毕业啦?#爱马仕#爱马仕铂金包#包包分享#爱马仕birkin#爱马仕小房子#爱马仕房子包#爱马仕小房子白天#爱马仕白房子#爱马仕黑房子#爱马仕购买攻略,"|0|0|0|0|0|
",181139
湘菜招牌辣椒炒肉吃的感覺要噴火了#周末快乐#  深圳·费大厨辣椒炒肉(金光华广场店) ,"|0|0|0|0|0|
",369895
为啥要同难度每种路线试一遍:因为爬不过去的就是我的弱点！ 最后的粉色V3 即暴露了转腰的不熟练 又暴露了较弱的左半边肌群 真是过不去的才是好线啊 #香蕉攀岩福田领展中心城店[话题]# #享受生活[话题]#,"|0|0|0|0|0|
",64828
美食當道[666][鼓掌][馋嘴]#深圳#  深圳·卓悦中心东区 ,"|0|0|0|0|0|
",369618
#深圳地鐵直達35個商場#大家记得点赞收藏哦,"|0|0|0|0|0|
",65494
深圳特种兵食个夜晚buffet就翻短期内唔想再食拖罗了[裂开]  深圳·海岸城 ,"|0|0|0|0|0|
",370093
拜托以后不要让帅哥演反派了真的会容易斯德哥尔摩综合症发现了自己喜欢的类型原来我不是不喜欢帅哥是没看到喜欢的类型 ,"|0|0|0|0|0|
",312244
1天2部電影3頓 深圳·卓悦中心 ,"|0|0|0|0|0|
",370339
深圳皇庭广场里怎么全是香港人 ,"|0|1|0|0|0|
",310214
深圳海岸城/八合里牛肉火鍋:我只喜歡吃牛,"|0|0|0|0|0|
",169694
吃飽喝足回香港咯[奶茶][送花花][春遊家族]  深圳·福田口岸 ,"|0|0|0|0|0|
",877574
#海岸城 寵物##边牧##深圳生活# 深圳海岸城 宠物xx馆太残忍了吧 一只青年的边牧被塞在一个小笼子 连伸直身子都做不到场内还有一只二哈是这样 笼内卫生问题严重,"|0|0|0|0|1|
",311035
生活不仅有诗和远方，还有星期一！  深圳·金光华广场 ,"|0|0|0|0|0|
",370037
野妹火锅（虾会跳出来，巨新鲜，巨甜）-蛇口嘉华小吃（粽子确实yyds/尤其肥肉香滑不腻）-福田皇庭广场（盒马一如既往好；娃娃机巨好抓，站了一会三拨人都有收获，菜鸟如我都有，哈哈哈）蛇口海边感觉很像西九龙～熟悉更陌生的地方，还不错[赢牛奶] ,"|0|0|0|0|0|
",725487
好好味 ??尤其 黃鱔煲仔飯? 陳皮炆黃花魚?想去小炳胜吃飯的朋友，要注意，因為好多人排的。所以4:30會開始派號，5:00開始入坐 ??值得一吃，不算貴 ??????#深圳美食吃喝玩乐#深圳吃喝玩乐#粵菜#卓悅中心#小炳胜,"|0|1|0|0|0|
",169612
竟然如此弹牙！可刺身可涮锅，涮锅之后会软一点卓悦中心北区的X11也太好逛了吧！#海参,"|0|0|0|0|0|
",8811
堔圳福田 高顏值酒店:這間酒店非常方便！$900港幣一晚事前跟酒店說了生日有簡單怖置同蛋糕送[哇R]整體乾淨，舒服！如果要說不好，就是冷氣太弱！[失望R]在堔圳福田崗夏站D出口一出就是！附近有卓悅中心[赞R]coco park,"|0|0|0|0|0|
",169806
到香港啦港铁经验图是昨晚拍的  香港 ,"|0|0|0|0|0|
",723601
EAT eat Eat eAt eaT  深圳·京味张烤鸭店(皇庭广场店) #美食时刻# ,"|0|0|0|0|0|
",878967
##广式早茶#深圳美食,"|0|0|0|0|0|
",168708
20230812_50+纵横游之阳台山森林公园:在深圳书城花了25分钟「购物」无果，于0955时离开，乘地铁1号线转乘6号线往阳台山东站，再徒步5分钟，于1035时抵达阳台山风景区。位处深圳的阳台山，原名为羊台山森林公园，有「深圳西部第一峰」之称。由于整个阳台山风景区佔地甚大，因此自大浪入口进园，经阳台山赋、游客中心，绕行赖屋山水库后折返东门离开。岂料行行重行行，沿大浪入口处行人道上行，旁边的车路正进行工程而广设围板，除错过了前往胜利大营救凋塑外，至登山口亦找不到接回龙华环城绿道的支路，只好随其他山友登山。幸而大浪这侧的登山路十分轻松易行，四野如茵，绿叶婆娑，骄阳下亦不觉炎热。然而阳台上高587米，至半山分叉口，延伸不断的登山梯级，在此刻30多度的气温下颇为吓人，故选择广东万里碧道之一的阳台山环线，朝东南方向，经玻璃栈桥、蝴蝶谷往冷水坑水库。#周边游 #旅游中国 香港特别行政区 湾仔,"|0|0|1|0|0|
",153620
没想到我一个月薪水两千多，居然还能在这里吃吃喝喝，想到某人的那副嘴脸，玩暧昧的时候确实挺阴险，不能说你是目光短浅，只能告诉你你也是不要个大 b 脸，你说em 开房我只去麗枫，怎么只有去那才能给你干到怀疑人生莫名的就想 diss 一下口子，因为 jzh 去 Pc你 tm 只配边上瞅着  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",372631
初试西贝莜面村:# #深圳 #领展中心城4年未到过深圳， 趁着生日到深圳半天游!随便找家餐厅吃午餐， 意想不到的好， 约消费 $3xx人民币， 吃了蒙古牛大骨、西红柿烧汁莜面、蒙古奶酪饼、烤鸡肉串、烤羊肉串、蜜瓜还有饮料!蒙古牛大骨及西红柿烧汁莜面很有惊喜!蒙古牛大骨 ~ 牛大骨去骨， 肉切件上， 肉味浓郁没有膻味， 肉质嫩滑， 超赞!西红柿烧汁莜面 ~ 即叫即制， 橱窗清晰可见， 满满的新鲜蕃茄， 酸酸甜甜的很开胃!...西贝莜面村福华一路领展中心城UG层RUG006-007号...#hkig #foodies #hkfoodie #greatfood #foodblog #foody #foodieHK #ilovefood #相机食先 #食好西#吃货日常 #吃货  #yummy #instagood #igfood #foodie  #youtuber #ublogger#ublog  #深圳美食[话题]#   #福田[话题]#  #深圳一日遊[话题]#  #今天晚餐长这样[话题]#  #宝藏餐厅分享[话题]#  #蒙古牛大骨｜｜s : foodiekatkat,"|0|0|0|0|0|
",179785
人生中第一次线下！也是自己第一次设计周边本次带去的手幅＋明信片有一对是自己设计加上和大大要了授权的，希望深圳福田本场观影互换领取的姐妹会喜欢，之后会好好学习产出[打call][打call][打call]昨晚的fancon本身有很多不完美的地方但是零可姐们真的都太美好了，现场和大家一起尖叫，事后一起摆摊的记忆，会一直留存下去，期待下一次团会更好～韩彬和昊昊一起走花路呀！部分图片来自群友  非常感谢[求关注]#出言成章[超话]##出言成章#  深圳·皇庭广场,"|0|0|0|0|0|
",879993
# #深圳 #领展中心城4年未到过深圳， 趁着?生日到深圳半天游!?远远看到冰糖葫芦， 朋友儿子想试， 就去看看吧!现在的冰糖葫芦?跟我小时候看到的已经完全不同， 改良了很多， 款式多了， 味道也好多了!?小串的， 吃起来很方便! 酸酸甜甜， 糯米烟韧， 看着员工一串一串在弄， 感觉很干净卫生!...?喜识?深圳市福田区皇庭广场G楼046...#冰糖葫芦 #福田 #冰糖葫芦[话题]#  #喜识冰糖葫芦[话题]#  #冰糖葫芦不化技术[话题]#  #生日快乐[话题]#  #生日[话题]#  #生日 #birthdaysurprise #birthday#相机食先 #食好西  #深圳美食[话题]#  #深圳一日游 #生日饭????????｜???????｜??s?????? : foodiekatkat,"|0|0|0|0|0|
",180246
悄悄过来沉浸式欣赏minikelly二代泰迪:应该是一只小唯1吧[萌萌哒R]这是一只让我在炎炎夏日也会抱住的麂皮拼绒毛，毕竟太可爱啦！都知道历代的泰迪毛绒产量非常少，都是拍麦级，今年复刻的mini款是否也是值得入的毕业款水准嘞！#爱马仕[话题]# #包包分享[话题]# #爱马仕kelly[话题]# #爱马仕minikelly二代[话题]# #爱马仕泰迪熊[话题]# #minikelly二代[话题]# #极品爱马仕[话题]# #爱马仕麂皮[话题]# #最爱的包包[话题]#,"|0|0|0|0|0|
",180251
爱马仕高级珠宝Kelly扣的方钻双圈戒指，Caleche系列，听说是限量的喔！AU750 玫瑰金方钻满钻啊啊啊啊?#爱马仕#爱马仕戒指#戒指#爱马仕配货#爱马仕高级珠宝#高级珠宝#满钻#爱马仕限量#高级珠宝定制#闲置#闲置出出出,"|0|0|0|0|0|
",181871
均价30几蚊非周末都要等成个几钟的奶茶新贵阿嬷手作，无令人失望，系真的好好饮！ ,"|0|1|0|0|0|
",311194
隱...  深圳·山池(One Avenue卓悦中心店),"|0|0|0|0|0|
",370917
新手表 biu特fo  深圳·金光华广场 ,"|0|0|0|0|0|
",371903
#Vlog我的一天[话题]# 咱就是说以前去香港都是各种买买买，现在汇率没有优势了。有时候去香港真的不知道干啥了。以下是俺的一日游攻略，实际执行都会有时间偏差。大家需要自取[暗中观察R]上午? 09：30 出发? 10：00 深圳湾关口过关（大巴1h）? 11：30 上环信德中心//步行至九记牛腩 步行约800m-15min-备选咪咪? 12：45 上环地铁站-港大//步行约400m-10min，地铁2站-10min? 13：15 香港生物多样性博物馆（45min）地铁站：香港大学A1出口 步行至博物馆约10min3趟直梯：薄扶林道、黄克楼、走隧道than直升梯到2楼下午? 14：20/15:00出发至中环摩天轮（全程约30min）? 15：00/15:40摩天轮（一圈20-30min）//可能排队预计此项目消耗时长1h30min? 16：30/17:10天星码头轮渡至维港、星空大道（来得及去逛下太空馆/艺术馆）? 17：50 /18:30吃饭（鸿记茶档、新记、肥仔小食、十八座狗仔粉、金妹）? 尖沙咀海岸城大巴回深18:55、19:25、19:55#香港探店[话题]# #香港[话题]# #香港一日游[话题]# #香港旅游[话题]# #香港旅游攻略[话题]# #香港美食[话题]# #人文景点分享[话题]# #香港打卡[话题]# #值得一去的博物馆[话题]# #穷游[话题]# #平民窟女孩[话题]# #特种兵[话题]# #旅游[话题]# #周末去哪儿[话题]# #周末探店[话题]# #100家探店挑战[话题]# #挑战探100个店[话题]# #深圳[话题]#,"|0|0|0|0|0|
",168959
#港人开始挤爆深圳福田#好笑的一个事情，都知道香港人讨厌内地人，说英语和粤语害人。不过上次去奈雪，香港人用粤语点单，服务员直接说“请说普通话”之后用蹩脚普通话点单，之后服务员转头说，扫码点单（又一个大难题）。  深圳·深圳福田星河COCO Park ,"|0|1|0|0|1|
",372313
#港人开始挤爆深圳福田#也麻烦他们有点素质，地铁上真的很吵，广东人一听就能分出来是香港人讲粤语，还有去足疗水疗也是不懂保持安静，现在去到卓悦中心都头疼，整个商场像鸡笼一样吵 ,"|0|1|0|0|0|
",154087
期待喜悅發生  深圳·华润1234Space,"|0|0|0|0|0|
",371925
这帮香港人，是不是要占领深圳，搞得我在皇庭买个东西，付款前组织半天粤语，才想起来，我这在内地呢。,"|0|0|0|0|0|
",310384
me to my hk local friend: 妈的 深圳的周末也太精彩了心照不宣在深圳街头相遇，今日各自完成事项：- 品味海底捞蛙来哒喜茶- 买衣服彩妆桃子泸溪河- 健身、facial、补牙、搞头发- 路边看辣妹跳舞- 寄淘宝快递路过的店员：你们为何背着这么大的双肩包 ,"|0|0|0|0|0|
",311554
全场最佳 鸡和鸽子 是同等level的好吃 非常优秀[哇R]各有各的好吃 鸡建议像我们一样点两吃(两个人吃一整只是一定会腻的鸡很大只 就会有一个鸡腿salad和另一个鸡腿risotto! 就丰富很多[害羞R]直接吃鸡胸和鸡翅 鸡胸都好嫩你想想鸡腿得有多嫩 我吃salad时的原话(感觉肉是滑进嘴里的！好香好香 risotto加了蘑菇去炖也是浓郁挂的 鸽子一致认为比Caprice的好吃 Caprice的鸽子味太重了 我很喜欢这家的sauce 鸽胸五分熟很嫩 鸽腿全熟焦焦香香 然后是牛肉tartare配的脆片 很神奇的香 有厚度脆脆的 可露丽 外脆内软 顶和底的口感也完全不同 顶部很硬脆 底部很软 但还是更喜欢清平的[萌萌哒R] Sourdough好吃但是有点weird哈哈 butter普通 法式干香肠 莫名有点广式腊肠的感觉 油脂丰富 不咸 有酒香还带点甜口 牛肉tartare 偏酸口 肉是小肉块不是之前吃的泥泥糊糊的感觉 舞茸菌 好吃的 蘑菇肉很厚实很香真有种在吃肉的感觉 ?店名 L'Avenue #深圳#深圳探店#深圳美食#香港生活#深圳吃喝玩乐#法餐,"|0|0|0|0|0|
",64779
深圳 | 这么漂亮的鸡一定好吃:全场最佳 鸡和鸽子 是同等level的好吃 非常优秀[哇R]各有各的好吃 鸡建议像我们一样点两吃(两个人吃一整只是一定会腻的鸡很大只 就会有一个鸡腿salad和另一个鸡腿risotto! 就丰富很多[害羞R]直接吃鸡胸和鸡翅 鸡胸都好嫩你想想鸡腿得有多嫩 我吃salad时的原话(感觉肉是滑进嘴里的！好香好香 risotto加了蘑菇去炖也是浓郁挂的 鸽子一致认为比Caprice的好吃 Caprice的鸽子味太重了 我很喜欢这家的sauce 鸽胸五分熟很嫩 鸽腿全熟焦焦香香 然后是牛肉tartare配的脆片 很神奇的香 有厚度脆脆的 可露丽 外脆内软 顶和底的口感也完全不同 顶部很硬脆 底部很软 但还是更喜欢清平的[萌萌哒R] Sourdough好吃但是有点weird哈哈 butter普通 法式干香肠 莫名有点广式腊肠的感觉 油脂丰富 不咸 有酒香还带点甜口 牛肉tartare 偏酸口 肉是小肉块不是之前吃的泥泥糊糊的感觉 舞茸菌 好吃的 蘑菇肉很厚实很香真有种在吃肉的感觉 店名 L'Avenue #深圳#深圳探店#深圳美食#香港生活#深圳吃喝玩乐#法餐,"|0|0|0|0|0|
",169854
深圳海岸城，快閃4小時。#深圳# ,"|0|0|0|0|0|
",314745
14:30左右皇庭广场见最佳搭:  两广搭，两制搭，二次元搭，粤语搭最最佳搭:  jm#求搭子#cos,"|0|0|0|0|0|
",32091
開胃[赞R][赞R][赞R]:開胃[赞R][赞R][赞R],"|0|0|0|0|0|
",32398
在深圳可以一試既omakase 味道還可以[赞R],"|0|0|0|0|0|
",183333
一生很短，週一很長！回港搬磚[加油]  深圳·金光华广场 ,"|0|0|0|0|0|
",881874
每次回去都很快乐这次在我的硕士学校见了我的本科同学[老师好]  深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",372950
港灣一號 、 白玉串城:周未回深圳人真的超多[捂脸R] 下班後太累了所以選擇座皇崗巴士回深圳 晚餐就在港灣一號隨便吃 沒想到滿有水準的 第二天去了卓悅intown 吃的比較多 最後選了白玉串城 喜歡吃羊肉的不要錯過 還有燒蠔也很肥美[点赞R] 由卓悅intown 走到皇庭廣場大約十分鐘左右 晚餐選了皇庭廣場禧牛薈吃牛[卡式炉R] 一人一火鍋 質素很不錯 回到深圳當然不能缺少手搖[喝奶茶R] 一天喝了3杯 哈 #深圳#羊肉#牛肉#燒烤#串燒#洞洞鞋#深圳按摩#白玉串城,"|0|1|0|0|0|
",182289
周未回深圳人真的超多[捂脸R] 下班後太累了所以選擇座皇崗巴士回深圳 晚餐就在港灣一號隨便吃 沒想到滿有水準的 第二天去了卓悅intown 吃的比較多 最後選了白玉串城 喜歡吃羊肉的不要錯過 還有燒蠔也很肥美[点赞R] 由卓悅intown 走到皇庭廣場大約十分鐘左右 晚餐選了皇庭廣場禧牛薈吃牛[卡式炉R] 一人一火鍋 質素很不錯 回到深圳當然不能缺少手搖[喝奶茶R] 一天喝了3杯 哈 #深圳#羊肉#牛肉#燒烤#串燒#洞洞鞋#深圳按摩#白玉串城,"|0|1|0|0|0|
",51011
首先是因为今年是爱马仕bolide诞生一百周年，其次，这只包包是世界上第一支拉链包，意义非凡，再加上本身包型简洁大方可塑性非常强，因此这款包大火是必然而不是偶然。在bolidle所有的包型里涨幅最大的就是 minibolide，这两年爱马仕所有包型 mini 尺寸都很受欢迎，而专柜非常配合的做了饥饿营销，minibolide拿包相当难，二级市场越稀有的并且受欢迎的，涨价幅度就会越大，这款 minibolide 不管哪个颜色都特别适合夏天，再配上小飞马，颜值直接爆表！轻松活泼的夏日感觉谁不爱呢？#爱马仕#包包分享#爱马仕购买攻略#爱马仕minibolide#爱马仕保龄球#爱马仕bolide25#闲置出出出#闲置,"|0|0|0|0|0|
",122783
#福田[话题]# #领展中心城[话题]# #卓悅中心[话题]# #奈雪的茶[话题]# #皇庭廣場[话题]# #木屋燒烤[话题]# #夾公仔[话题]#,"|0|0|0|0|0|
",32449
深圳福田夾公仔:#福田[话题]# #领展中心城[话题]# #卓悅中心[话题]# #奈雪的茶[话题]# #皇庭廣場[话题]# #木屋燒烤[话题]# #夾公仔[话题]#,"|0|0|0|0|0|
",183225
「俄式廚房」食晏，如果當時冇買代金券就好唔抵，份量幾足，味道完全符合想象冇乜驚喜好普通，冷酸魚睇圖片以為係魚生，原來係凍版鍋巴肉，肉餅同香菜之類鬆鬆地結合，薯仔泥個f鐘意，送噶佈丁勁甜粉好多，之後去「貓員外」飲啤，睇名以為果汁原來係啤，又去「不已」飲杯刮油水，山楂陳皮勁多，味有d淡 ,"|0|0|0|0|0|
",315302
七夕這么多人[汗] ,"|0|1|0|0|0|
",313565
味道不錯，要提早拿位喔，等位的時間還是蠻長的 深圳皇庭廣場 #深圳美食,"|0|1|0|0|0|
",32750
串殿，食串串:味道不錯，要提早拿位喔，等位的時間還是蠻長的 深圳皇庭廣場 #深圳美食,"|0|1|0|0|0|
",183159
十年不見十年不變  深圳·领展中心城,"|0|0|0|0|0|
",883327
今次可以話係為左呢個蟹黃撈而北上一日遊?呢間蟹叁寶既地點有點隱蔽，在一處不起眼的大廈裡面。蟹黃上桌???滿滿一碗蟹黃蟹膏蟹肉?看着已經很好滿足?用兩個字黎形容鮮！絕！?最後飲埋附送既薑茶??完美?蟹愛好者必試呢一間，最緊要係CP值超級高！兩個蟹黃撈都只係?160?U0001fae3? 后海濱路3368號鵬潤達商業廣場3樓#探店#蟹黄#深圳探店#深圳南山#深圳南山美食#蟹参宝#深圳#宝藏美食,"|0|0|0|0|0|
",51772
深圳美食:# #浪漫生活的记录者#费大厨辣椒炒肉#深圳美食探店#皇庭广场,"|0|0|0|0|0|
",183285
# #浪漫生活的记录者#费大厨辣椒炒肉#深圳美食探店#皇庭广场,"|0|0|0|0|0|
",31778
#于文文[超话]# 终于来了！！！ 从新加坡来就为了能看你准备已久的演唱会！  深圳·后海汇 ,"|0|0|0|0|0|
",882442
皇庭广场已被香港人占领我没开玩笑，今天不是工作日吗喂 ,"|0|1|0|0|0|
",729393
还有人不知道#易烊千玺# 家蛋糕店拖欠员工工资，骗粉丝充ka最后不退的事吗 ,"|0|0|0|0|0|
",315565
人一旦休息停下來真的會擺爛[允悲][哆啦A夢花心]疫情三年的拼搏 這一次給自己放假拒絕了其中一個offer 只為了繼續休息擺爛的第23天[污][太開心]#冒个泡##童心未泯#  香港 ,"|0|0|0|0|0|
",315140
终于去了一趟购物公园，至少6年不来了。HKer不少，大多是一家老少过来的，长者比较多，大包小包。唯一屹立不倒的店面只有兰州拉面，其他店面顾客寥寥无几，大家乐上座率比较高。港式粤语真好听～Bty第一次见库迪门店[太开心]薅了9.9羊毛开心。 ,"|0|1|0|0|0|
",728343
晚餐係大無燒肉. 食物有驚喜， 牛肉入口juicy.真係一定要食牛舌福袋同埋海膽， 超正?牛拼盤， 海膽， 牛肉沙律共RMB1110 3位個牛肉沙律醬汁酸甜又開胃.  中午lunch 終於去左花?， 次次經過見到都想試。環境真係好靚. 餐廳滿怖花花， 好少女呵??每款食物擺盤也很漂亮[郁金香R][两颗心R]二人套餐RMB588比較出色是花厨特色蜂蜜烤南瓜沙拉(溫泉蛋)，。其他食物味道都比較一般.. 前後飲左兩次阿嬤手作& 一次奈雪的茶， 好誇張[派对R]之後泰式按摩再去修甲.. 實在太充實[偷笑R]#日式烤肉店#海膽#打卡,"|0|0|0|0|0|
",62311
早上在香港博览馆工作结束后下午再从深圳湾回去内地认识业务性质相同的朋友[赞R]南山海岸城应该是比较早期自己回深圳的时候会去逛的地方，加上近年很多新的商场落成，这边已经比较少来啰.在内地没有微信那些付钱app[哭惹R]，朋友又不收我的现金[石化R]，下次来香港到我作地主啦[吧唧R][吧唧R]回家路上还遇到坏车，早上5点起来的我快要睡着了[捂脸R]#香港#香港生活#上水#上水廣場#香港保险#保险#深圳南山,"|0|0|0|0|0|
",182419
臭脸  深圳·18号酒馆(后海汇店),"|0|0|0|0|0|
",881399
时隔三年 找满整个深圳的港式奶茶好涩好苦 尊嘟好爱  深圳·港究茶·冠军丝袜奶茶(皇庭广场店),"|0|0|0|0|0|
",376286
打到一辆很新的车，师傅应该是跟他老婆在打电话，她问：去哪啊？师傅说：罗湖，深圳站。她说，那可以啊，宝安去罗湖。师傅说，蛇精病，我刚刚才说在海岸城，你又说什么宝安，我说你真是蛇精病。好搞笑，为什么要说蛇精病。 ,"|0|0|0|0|0|
",313787
即便看透了對方的某種行為，也儘量從善意的角度去詮釋，這是社交的訣竅，也是對人的憐憫。@ AndYu.cn 2023.8.27#看透##行为##善意##角度##诠释##社交##诀窍##怜悯##皇庭广场##深圳##福田##中心区##AndYu##风景摄影[超话]#  深圳·皇庭广场 ,"|0|0|0|0|0|
",882231
深圳cotd｜雨后的山池｜被这杯山姜治愈了:好久没grab coffee了[害羞R] 今天终于打卡了「山池」 終於喝了这杯种草已久的「山姜」 不必用过多的言语修饰 虽然他有糖 对减脂的我不太友好 但是喝了它 我得到了快乐呀！ 浅烘的豆子 后调微微的姜味 喝完第一口 不自觉嘴角上扬 浅浅的微笑[彩虹R] 是红薯巴斯克 大块的红薯铺底[害羞R] 真心安利了[哇R] #COTD咖啡探店#深圳探店#山池#山池咖啡#深圳美食#SAANCI山池咖啡#深圳拍照#深圳吃喝玩乐#深圳周末做什么#深圳咖啡探店#深圳值得去的咖啡店,"|0|0|0|0|0|
",182220
从早餐时开始计划带娃去哪里玩，最后下午3点出发去深圳，4点半到达目的地，6点半开始返程，7点到达海关口岸，7点半我和她爸在返程火车月台走散了，一个去了火车头，一个去了火车尾[污][污][污]  深圳·深圳福田星河COCO Park ,"|0|0|0|0|1|
",373519
#微博贴纸# 過了充實的一天，吃喝玩樂[鼓掌][笑cry]單是去了一個商場，已玩足一日。最爽是夾了一籃公仔，換了一盒玩具，太有成功感了[笑cry][笑cry] ,"|0|0|0|0|0|
",729029
#深圳美食[话题]# #卓悅中心美食[话题]#,"|0|0|0|0|0|
",182409
co到龙岗～*  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",375058
共你相识三千天 我没名没姓  深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",376468
一個人青衣??福田口岸??會展中心#生活随拍#生活碎片,"|0|0|0|0|0|
",121038
8.28.2023去深圳吃喝！去了银行开通了理财账户，聊了一下，一个字感悟：难和Yucan喝瑞幸！吃烤鱼，她请我吃烤鱼！我们还一起去逛了盒马 买了菜！最后去了KOI 我的大众点评会员还让我免费喝了一杯 超开心欧耶 ,"|0|0|0|0|0|
",730430
路过皇庭广场看到这家一乐食堂，门口的宣传TACO真的好像动漫里走出来的！看起来太诱人了，实在忍不住去试试? TACO三文鱼? 真的是超级新鲜！每一块三文鱼都散发着诱人的香气，入口即化，搭配焦糖脆皮，给整个口感增添了一丝的脆爽，简直是绝配！?? 流心牛油果三文鱼饭?? 外层的米饭松软香糯，搭配细腻的三文鱼，一口咬下去，三文鱼的鲜嫩和牛油果的丝滑在口中交融，每一口都让你感受到了满满的幸福感！?? 哈密瓜乳酸菌气泡水?? 简直就是夏日的救星！清凉的气泡水中融入了哈密瓜的香甜，喝下去立刻感受到了一股清新的口感，一杯气泡水，夏日清凉舒爽！???,"|0|0|0|0|0|
",50298
自助餐，好味#深圳美食##自助餐##皇庭广场##深圳·深鲜5D海鲜自助烤肉[地点]# ,"|0|0|0|0|0|
",313481
自助餐，好味#自助餐##皇庭广场#,"|0|0|0|0|0|
",726610
深圳也有礼啊:热情是相互的[喝奶茶R],"|0|0|0|0|0|
",183526
科普红宝石为什么没有火彩:很多时候我们在购买红宝石或者蓝宝石的时候，商家会说这个宝石的火彩很好喔，但其实，就像视频里咱们这条红宝石钻石手链呈现的，红宝石是没有火彩的！！没错，红宝石就是没有火彩的。火彩的由宝石的色散值决定的，色散值从高到低分为5个档次，红蓝宝的色散值为 0.018属于低，低和极低两个档位的宝石是没有火彩的，而钻石的色散值是 0.044 属于高，所以钻石是有火彩的，再加上切割工艺的加持，如视频的这串满钻红宝手链，钻石是非常闪耀的，而红宝石往往吸引人的是它的颜色。那我们平时看到的红蓝宝的闪是什么呢其实是因为它的切割面折射出来的光泽，而并非所谓的火彩。这串私人定制款红宝石满钻手链本就设计的是奢华款，通过精致的切割镶嵌工艺，达到整串手链的钻石闪耀和宝石出色交相辉映的效果，属实异常华丽。#不懂就问有问必答[话题]# #红宝石[话题]# #钻石[话题]# #高级珠宝定制[话题]# #高级定制[话题]# #钻石手链[话题]# #红宝石手链[话题]# #满钻[话题]# #奢华[话题]# #珠宝[话题]# #鸽血红[话题]#,"|0|0|0|0|0|
",72208
